年別,類型,觀光遊憩區,細分,縣市,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2012,國家公園,陽明山國家公園,陽明山遊客中心,臺北市,63000,12187,18612,18580,13329,14179,11397,16000,11791,10469,11515,6896,9631,154586
2012,國家公園,陽明山國家公園,陽明書屋,臺北市,63000,2597,3617,5221,4317,3497,2815,3005,2497,2764,3701,2863,2983,39877
2012,國家公園,陽明山國家公園,陽明公園,臺北市,63000,161000,463000,705200,85600,38600,28000,51700,44700,39000,36000,35000,33000,1720800
2012,國家公園,陽明山國家公園,大屯遊憩區,臺北市,63000,17047,29079,38558,34332,43906,42586,63721,41881,51743,38214,27467,27306,455840
2012,國家公園,陽明山國家公園,龍鳳谷遊憩區,臺北市,63000,21201,22134,62447,64691,16243,15811,15787,16963,16176,18951,18136,19135,307675
2012,國家公園,陽明山國家公園,小油坑遊憩區,臺北市,63000,20839,16853,24528,27840,18760,18184,25647,20332,22928,28958,19923,21417,266209
2012,國家公園,玉山國家公園,塔塔加遊憩區,南投縣,10008,83806,59526,63451,71541,64384,19312,34755,17392,25217,39252,53688,50449,582773
2012,國家公園,玉山國家公園,梅山遊客中心,高雄市,64000,4846,1854,1190,1849,1092,0,0,0,6,651,27,19,11534
2012,國家公園,玉山國家公園,南安遊客中心,花蓮縣,10015,37578,19373,21987,20037,18384,12088,24176,16894,23817,22601,23157,20602,260694
2012,國家公園,玉山國家公園,玉山管理處遊客服務中心,南投縣,10008,13262,9460,9322,10362,10233,10338,13533,10098,9042,9670,10719,16931,132970
2012,國家公園,玉山國家公園,排雲山莊,南投縣,10008,371,80,376,1476,1511,979,1868,643,1548,2128,2173,966,14119
2012,國家公園,雪霸國家公園,汶水遊客中心,苗栗縣,10005,21972,23322,10533,25229,32036,26862,29115,19416,18005,27981,39199,30317,303987
2012,國家公園,雪霸國家公園,觀霧遊客中心,苗栗縣,10005,5147,1954,1983,2239,4087,2289,15669,1143,4725,4598,4762,3977,52573
2012,國家公園,雪霸國家公園,雪見遊憩區,苗栗縣,10005,18647,10465,7592,9731,9615,4638,5304,1655,2220,3380,4492,2907,80646
2012,國家公園,雪霸國家公園,武陵遊客中心,臺中市,66000,22581,52952,20895,11503,9799,7707,24053,5444,7090,9280,20355,13979,205638
2012,國家公園,墾丁國家公園,墾丁國家公園管理處遊客中心,屏東縣,10013,7294,13380,14342,17822,4326,14930,18685,11390,10466,19945,14169,10584,157333
2012,國家公園,墾丁國家公園,鵝鑾鼻公園,屏東縣,10013,97983,71121,124795,132621,150078,105592,140841,144874,94828,135955,118468,124173,1441329
2012,國家公園,墾丁國家公園,貓鼻頭公園,屏東縣,10013,110013,120006,219938,245203,264562,171297,193272,201073,154367,217072,225214,248262,2370279
2012,國家公園,墾丁國家公園,佳樂水,屏東縣,10013,23130,12348,7851,13659,13244,11419,22364,14583,1614,23319,9414,10308,163253
2012,國家公園,墾丁國家公園,社頂自然公園,屏東縣,10013,35168,29869,50254,55719,60217,40673,51299,50439,34357,53778,50352,54440,566565
2012,國家公園,墾丁國家公園,南灣遊憩區,屏東縣,10013,14273,11435,12042,12037,28331,33942,66187,38282,25641,25301,13860,12343,293674
2012,國家公園,墾丁國家公園,龍鑾潭自然中心,屏東縣,10013,9461,5519,5002,8260,8258,7796,8824,5449,7433,10356,10464,8102,94924
2012,國家公園,墾丁國家公園,砂島貝殼砂展示館,屏東縣,10013,11011,5899,7080,14045,11460,11220,15020,14302,11618,12745,8285,10100,132785
2012,國家公園,太魯閣國家公園,太魯閣國家公園遊客中心,花蓮縣,10015,38084,49818,50077,65072,49089,69406,97675,125203,76801,99535,117139,97284,935183
2012,國家公園,太魯閣國家公園,布洛灣遊憩區,花蓮縣,10015,49002,47216,37872,54038,42751,42106,71392,38338,42918,47875,46417,37951,557876
2012,國家公園,太魯閣國家公園,臺八線沿線景觀區,花蓮縣,10015,257658,227447,264916,328684,310066,230021,294889,157572,217592,301852,385195,361965,3337857
2012,國家公園,金門國家公園,中山林遊客中心,金門縣,09020,6761,6724,10335,13070,14359,14359,21490,15499,11421,13293,10023,8238,145572
2012,國家公園,金門國家公園,翟山坑道,金門縣,09020,17774,18470,34199,50537,46596,37034,49735,38635,29552,45085,36941,26445,431003
2012,國家公園,金門國家公園,雙鯉溼地自然中心,金門縣,09020,11135,10221,14807,19710,22814,23407,27285,20369,15966,20930,20756,13601,221001
2012,國家公園,金門國家公園,古寧頭戰史館,金門縣,09020,13132,11486,13377,15945,20744,20145,28036,19053,16257,21420,17123,14997,211715
2012,國家公園,金門國家公園,九宮(四維)坑道,金門縣,09020,6573,3625,6908,10529,12346,13663,15983,13057,10966,13055,8281,5677,120663
2012,國家公園,金門國家公園,八二三砲戰紀念館,金門縣,09020,10169,6589,9375,11941,16970,15691,21600,17227,11865,13966,11567,9182,156142
2012,國家公園,金門國家公園,湖井頭戰史館,金門縣,09020,6858,4692,8219,10852,14219,14106,17148,14088,11245,13729,9323,6373,130852
2012,國家公園,金門國家公園,金水學校,金門縣,09020,9342,9552,14592,16860,18217,16339,23210,17392,14363,21359,18118,14789,194133
2012,國家公園,金門國家公園,蔣經國先生紀念館,金門縣,09020,8641,8804,18566,22364,24564,18770,23083,17964,14556,21730,18388,14450,211880
2012,國家公園,金門國家公園,民俗文化村,金門縣,09020,7604,5745,9113,10367,13885,13184,17713,14638,10939,13764,10982,7947,135881
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭港服務區,新北市,65000,11500,9500,9000,10500,12000,11500,13000,13800,13000,10000,10660,8750,133210
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞灣公園,新北市,65000,2684,1528,1814,2355,2890,4659,12331,7826,5105,2346,2046,1838,47422
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞南口海洋公園,新北市,65000,969,539,616,659,1051,1854,9332,4668,3094,1391,1196,833,26202
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆遊客服務中心,新北市,65000,54246,50091,52266,71303,191217,184438,163658,79261,71419,108249,73122,32973,1132243
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,大里遊客服務中心,宜蘭縣,10002,30179,28503,19139,26266,28002,29031,28146,25199,20713,25549,54523,10101,325351
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍門露營區,新北市,65000,1110,817,2348,3789,3502,4497,8404,3927,6321,9233,4551,2922,51421
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鹽寮海濱公園,新北市,65000,183,88,233,259,462,527,775,609,423,432,185,135,4311
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭角步道,新北市,65000,2950,2450,2350,4650,6250,6150,7150,6700,6000,7600,3500,2800,58550
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,舊草嶺隧道,新北市,65000,9584,11547,14774,18397,18665,13846,15268,16665,15290,19634,14542,8315,176527
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,草嶺古道系統(含遠望坑親水公園),新北市,65000,11552,15392,12371,20039,24342,31331,31535,23192,24549,31916,56047,11391,293657
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,北關海潮公園,宜蘭縣,10002,16000,14500,12800,13500,15011,16002,19500,17500,14500,13800,11500,12000,176613
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龜山島海域遊憩區,宜蘭縣,10002,0,0,4388,18306,18708,26416,43350,20005,11420,10274,4985,0,157852
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,外澳濱海遊憩區,宜蘭縣,10002,12812,26048,7989,13311,19686,24892,52998,30113,24902,25838,12739,8243,259571
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,南方澳遊客中心,宜蘭縣,10002,18581,12868,9904,11559,10303,8859,16224,11970,8979,16860,12935,10416,149458
2012,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆蔚藍海岸,新北市,65000,1484,1140,2564,11760,137621,106926,903288,16884,8411,4790,2201,1344,1198413
2012,國家級風景特定區,北海岸及觀音山國家風景區,野柳地質公園,新北市,65000,143505,156861,259688,291287,255083,205020,238433,227242,168713,248979,259842,240938,2695591
2012,國家級風景特定區,北海岸及觀音山國家風景區,白沙灣,新北市,65000,14411,18197,28705,34594,25748,43940,139337,73398,110964,39100,20748,15486,564628
2012,國家級風景特定區,北海岸及觀音山國家風景區,翡翠灣濱海遊憩區,新北市,65000,9520,6821,10858,10396,20004,13303,27316,22644,12791,12779,10731,10307,167470
2012,國家級風景特定區,北海岸及觀音山國家風景區,觀音山,新北市,65000,34082,53978,47466,53669,62952,54769,84788,77551,83821,82940,52005,42460,730481
2012,國家級風景特定區,北海岸及觀音山國家風景區,情人湖及湖海灣,基隆市,10017,18649,21181,20450,22002,22050,24251,19405,20795,21629,24570,19480,17103,251565
2012,國家級風景特定區,北海岸及觀音山國家風景區,野柳海洋世界,新北市,65000,8304,5718,6553,12008,9816,5720,11288,9905,9588,15051,10076,7024,111051
2012,國家級風景特定區,北海岸及觀音山國家風景區,金山遊憩區,新北市,65000,9023,8973,15112,16907,16042,11640,11785,10617,10825,14727,10418,12062,148131
2012,國家級風景特定區,北海岸及觀音山國家風景區,三芝遊憩區,新北市,65000,10808,45482,35562,10448,10166,12332,14733,12664,9679,25129,8604,7825,203432
2012,國家級風景特定區,北海岸及觀音山國家風景區,和平島公園,基隆市,10017,3023,2753,5286,9026,11163,13195,22893,17235,17354,18219,10147,6835,137129
2012,國家級風景特定區,東部海岸國家風景區,小野柳(加路蘭),臺東縣,10014,35542,22178,16117,21768,16901,11829,24732,17864,15046,20017,16933,18980,237907
2012,國家級風景特定區,東部海岸國家風景區,三仙臺,臺東縣,10014,72261,66177,65792,73009,63111,48950,74788,54826,50584,64048,63644,52145,749335
2012,國家級風景特定區,東部海岸國家風景區,八仙洞,臺東縣,10014,26415,9592,6952,7925,5631,4768,11369,6716,6992,7641,7679,8140,109820
2012,國家級風景特定區,東部海岸國家風景區,秀姑巒溪遊客中心,花蓮縣,10015,29650,20797,27411,32553,23798,23691,46473,28882,26812,29496,26599,26538,342700
2012,國家級風景特定區,東部海岸國家風景區,綠島,臺東縣,10014,15176,9377,9617,27641,33752,36236,73866,43457,23902,19320,7012,8219,307575
2012,國家級風景特定區,東部海岸國家風景區,都歷處本部,臺東縣,10014,12964,7693,7374,8726,7348,6369,11020,7429,0,0,0,0,68923
2012,國家級風景特定區,東部海岸國家風景區,石梯坪,花蓮縣,10015,70386,101636,114101,126230,76656,62364,87504,93490,68319,83803,72881,66915,1024285
2012,國家級風景特定區,東部海岸國家風景區,花蓮管理站遊客中心,花蓮縣,10015,6712,5140,4289,5431,4415,4711,7677,4880,4211,5735,4273,4269,61743
2012,國家級風景特定區,花東縱谷國家風景區,鯉魚潭風景特定區,花蓮縣,10015,205515,102839,64168,99305,86615,83861,120745,107881,65794,60845,82396,80495,1160459
2012,國家級風景特定區,花東縱谷國家風景區,鹿野高臺,臺東縣,10014,52057,22294,14284,18280,19288,23118,391683,379100,70643,16136,15058,19067,1041008
2012,國家級風景特定區,花東縱谷國家風景區,新光兆豐休閒農場,花蓮縣,10015,35512,17939,13935,22106,15895,16830,31240,17579,12368,16588,16025,15212,231229
2012,國家級風景特定區,花東縱谷國家風景區,關山親水公園,臺東縣,10014,25610,14681,6417,8442,5214,4582,14734,14264,5588,6644,7019,9454,122649
2012,國家級風景特定區,參山國家風景區,獅頭山風景區,新竹縣,10004,597995,559877,706461,643824,1012654,775775,937532,810619,827191,677391,601487,617593,8768399
2012,國家級風景特定區,參山國家風景區,梨山遊憩區,臺中市,66000,48013,56885,36607,32205,18955,16761,47206,20548,27289,48514,86731,40136,479850
2012,國家級風景特定區,參山國家風景區,八卦山風景區,彰化縣,10007,534886,488170,398077,349200,323218,306268,481958,465076,485192,572604,489521,506258,5400428
2012,國家級風景特定區,參山國家風景區,谷關遊憩區,臺中市,66000,266889,219001,32322,43726,48332,84424,105315,142644,141472,147541,125372,183281,1540319
2012,國家級風景特定區,雲嘉南濱海國家風景區,七股鹽山,臺南市,10021,110876,61698,40959,48243,36400,79716,81799,51231,46414,53923,50545,67836,729640
2012,國家級風景特定區,雲嘉南濱海國家風景區,北門遊客中心,臺南市,10021,33947,11856,10512,12515,13788,11267,14195,10340,11424,15930,17691,21680,185145
2012,國家級風景特定區,雲嘉南濱海國家風景區,井仔腳瓦盤鹽田,臺南市,10021,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,國家級風景特定區,阿里山國家風景區,圓潭自然生態園區,嘉義縣,10010,10392,6500,6970,14492,12658,5178,10102,6731,8534,9851,7969,8953,108330
2012,國家級風景特定區,阿里山國家風景區,達娜伊谷,嘉義縣,10010,4063,3222,5220,5405,3227,2673,6490,960,2916,6282,4483,4510,49451
2012,國家級風景特定區,日月潭國家風景區,日月潭環潭區,南投縣,10008,397982,744315,541968,528040,354536,248707,490345,579880,368433,405769,383647,381721,5425343
2012,國家級風景特定區,日月潭國家風景區,水里蛇窯,南投縣,10008,11000,7181,5814,5290,6270,3639,7667,8222,3965,5356,4436,6324,75164
2012,國家級風景特定區,日月潭國家風景區,車埕,南投縣,10008,156407,120204,98164,115254,98824,81001,132816,102722,95778,122002,103825,110366,1337363
2012,國家級風景特定區,西拉雅國家風景區,曾文水庫,臺南市,10021,25372,16843,17119,21444,17668,12917,18181,17244,19103,21015,22652,27450,237008
2012,國家級風景特定區,西拉雅國家風景區,烏山頭水庫風景區,臺南市,10021,17313,12471,12832,15309,13966,9859,21395,12652,10761,15146,11825,13172,166701
2012,國家級風景特定區,西拉雅國家風景區,關子嶺溫泉區,臺南市,10021,5558,3713,2166,2677,1636,1870,32642,21165,37050,45763,34983,31094,220317
2012,國家級風景特定區,西拉雅國家風景區,虎頭埤風景區,臺南市,10021,43037,28379,26338,28115,21911,34018,32640,25006,30251,33493,36022,31926,371136
2012,國家級風景特定區,茂林國家風景區,茂林遊憩區,高雄市,64000,18212,6559,921,558,2232,187,3255,2170,500,2165,5001,7137,48897
2012,國家級風景特定區,茂林國家風景區,寶來、不老溫泉區,高雄市,64000,38064,6699,6435,2700,3192,1476,3018,1533,1557,4314,4920,7564,81472
2012,國家級風景特定區,茂林國家風景區,臺灣原住民文化園區,屏東縣,10013,62622,29565,21145,27180,21164,12407,20494,16358,15506,23131,19603,22933,292108
2012,國家級風景特定區,茂林國家風景區,賽嘉遊憩區,屏東縣,10013,6560,3058,1709,1247,1773,981,2516,1719,2463,2509,1710,1323,27568
2012,國家級風景特定區,茂林國家風景區,霧臺遊憩區,屏東縣,10013,8294,5043,2640,2687,1618,2353,1248,290,877,1808,2808,2013,31679
2012,國家級風景特定區,茂林國家風景區,涼山遊憩區,屏東縣,10013,12781,19224,7946,2414,5422,4930,27143,7893,9348,12646,15862,13846,139455
2012,國家級風景特定區,大鵬灣國家風景區,小琉球遊憩區,屏東縣,10013,21055,19767,15379,25538,37271,31385,63499,42832,33956,31894,18839,21349,362764
2012,國家級風景特定區,大鵬灣國家風景區,大鵬灣遊憩區,屏東縣,10013,55654,24981,19323,20059,15483,10668,25612,20932,15659,19146,20497,18637,266651
2012,國家級風景特定區,澎湖國家風景區,澎湖遊客中心,澎湖縣,10016,1451,1748,4709,16318,19734,15432,21551,12965,10040,6705,4134,2622,117409
2012,國家級風景特定區,澎湖國家風景區,南海遊客中心,澎湖縣,10016,7247,6379,13014,49900,72833,63681,119584,73344,52134,20680,8203,6335,493334
2012,國家級風景特定區,澎湖國家風景區,北海遊客中心,澎湖縣,10016,3503,4639,5547,28694,96373,42343,66307,41962,26557,12730,4848,1737,335240
2012,國家級風景特定區,澎湖國家風景區,西嶼西臺,澎湖縣,10016,466,707,1774,11159,18758,12338,22245,12946,8055,3537,1287,815,94087
2012,國家級風景特定區,澎湖國家風景區,小門地質展示中心,澎湖縣,10016,4801,3451,5642,26217,32681,29181,44215,33012,24817,12205,2426,1929,220577
2012,國家級風景特定區,澎湖國家風景區,綠蠵龜觀光保育中心,澎湖縣,10016,0,0,0,4112,36554,20782,40191,23053,18055,447,0,0,143194
2012,國家級風景特定區,馬祖國家風景區,東引遊客中心,連江縣,9007,579,637,394,771,1167,1745,2668,3658,3327,1345,589,326,17206
2012,國家級風景特定區,馬祖國家風景區,莒光遊客中心,連江縣,9007,239,48,0,0,982,1751,2661,2104,2377,2179,1237,347,13925
2012,國家級風景特定區,馬祖國家風景區,北竿遊客中心,連江縣,9007,671,648,972,2058,3297,3418,4917,3188,5221,5020,3288,1184,33882
2012,國家級風景特定區,馬祖國家風景區,南竿遊客中心,連江縣,9007,745,982,1175,2325,2986,2010,5001,5683,6480,8068,3655,2633,41743
2012,直轄市及縣(市)級風景特定區, -,烏來風景特定區,新北市,65000,156766,71084,61026,60456,54521,56965,74120,61170,64791,59891,65211,82358,868359
2012,直轄市及縣(市)級風景特定區, -,碧潭風景特定區,新北市,65000,91980,104201,65170,124779,97854,127975,106832,68020,83870,135540,127433,126965,1260619
2012,直轄市及縣(市)級風景特定區, -,武荖坑風景區,宜蘭縣,10002,3731,1587,11523,248138,127094,5411,18410,10047,6448,7711,3866,2506,446472
2012,直轄市及縣(市)級風景特定區, -,石門水庫風景區,桃園市,68000,137605,96815,83386,114032,94338,84717,95622,84974,77228,122734,68634,119895,1179980
2012,直轄市及縣(市)級風景特定區, -,冬山河親水公園,宜蘭縣,10002,40886,24281,25250,37559,28388,48775,293924,162840,32956,45418,32732,27136,800145
2012,直轄市及縣(市)級風景特定區, -,五峰旗風景區,宜蘭縣,10002,36615,29718,31780,33000,18931,12994,23250,31363,42127,73927,52840,53725,440270
2012,直轄市及縣(市)級風景特定區, -,龍潭湖,宜蘭縣,10002,28593,24382,30386,35362,33999,25712,26204,102326,30994,33938,33032,29036,433964
2012,直轄市及縣(市)級風景特定區, -,七星潭風景區,花蓮縣,10015,114316,89573,110094,103765,111439,166179,203753,199673,97772,96666,107002,86208,1486440
2012,直轄市及縣(市)級風景特定區, -,小烏來風景特定區,桃園市,68000,109899,87645,88683,97911,108630,96228,202530,86478,135939,122233,73836,56352,1266364
2012,直轄市及縣(市)級風景特定區, -,鐵砧山,臺中市,66000,29752,27025,13033,19527,32751,25939,353148,412652,382915,210605,188934,128829,1825110
2012,直轄市及縣(市)級風景特定區, -,霧社,南投縣,10008,51349,38147,31502,39889,31263,22982,69253,48756,39059,53862,45450,51779,523291
2012,直轄市及縣(市)級風景特定區, -,東埔溫泉,南投縣,10008,19660,18137,24385,28438,29859,9856,39596,23230,19303,31770,33310,17931,295475
2012,直轄市及縣(市)級風景特定區, -,蘭潭,嘉義市,10020,72001,92001,96861,98988,92442,94792,92732,95683,95613,94513,94733,93422,1113781
2012,直轄市及縣(市)級風景特定區, -,瑞芳風景特定區,新北市,65000,185037,104201,182084,158601,187909,142826,173984,221185,211267,257360,284673,193699,2302826
2012,直轄市及縣(市)級風景特定區, -,內灣風景區,新竹縣,10004,235550,162409,161792,247365,197735,174949,244511,241230,237994,240743,237154,239185,2620617
2012,森林遊樂區, -,池南國家森林遊樂區,花蓮縣,10015,4241,1911,2925,3254,2073,2199,4611,2536,1841,3931,3121,2450,35093
2012,森林遊樂區, -,富源國家森林遊樂區,花蓮縣,10015,7742,5803,3621,5877,3821,3107,7108,4720,4294,5668,3511,5340,60612
2012,森林遊樂區, -,阿里山國家森林遊樂區,嘉義縣,10010,134498,158728,371003,254887,183801,87996,180708,44373,111837,173934,190714,188021,2080500
2012,森林遊樂區, -,墾丁國家森林遊樂區,屏東縣,10013,25597,14568,14271,15266,11702,8605,18055,7673,13735,16236,14489,14671,174868
2012,森林遊樂區, -,滿月圓國家森林遊樂區,新北市,65000,8318,6900,10932,13761,15801,10837,25617,0,0,0,0,0,92166
2012,森林遊樂區, -,內洞國家森林遊樂區,新北市,65000,10779,14170,15162,16444,18445,13254,33290,0,0,20706,17128,13599,172977
2012,森林遊樂區, -,太平山國家森林遊樂區,宜蘭縣,10002,39515,24271,17216,21978,16111,16326,49449,0,11106,21396,19372,22183,258923
2012,森林遊樂區, -,棲蘭森林遊樂區,宜蘭縣,10002,10697,11920,5713,6496,5338,5648,14031,6149,5318,5958,5704,6266,89238
2012,森林遊樂區, -,明池森林遊樂區,宜蘭縣,10002,10206,7231,6846,7972,7246,8434,19778,11667,11591,11684,12243,9477,124375
2012,森林遊樂區, -,東眼山國家森林遊樂區,桃園市,68000,6728,9615,8662,12007,14051,10841,27552,0,2778,17902,10942,7839,128917
2012,森林遊樂區, -,八仙山國家森林遊樂區,臺中市,66000,9407,12809,7657,9660,7840,4024,11487,6136,8724,11576,10590,8152,108062
2012,森林遊樂區, -,大雪山國家森林遊樂區,臺中市,66000,12073,6007,5449,7313,6946,5207,25647,8584,12692,15393,11424,14961,131696
2012,森林遊樂區, -,奧萬大國家森林遊樂區,南投縣,10008,48877,29026,8567,7638,4988,1237,3216,0,0,13892,51773,62211,231425
2012,森林遊樂區, -,惠蓀林場,南投縣,10008,15555,13978,10911,12963,12655,9450,20680,12177,12613,22762,16679,12995,173418
2012,森林遊樂區, -,溪頭自然教育園區,南投縣,10008,90648,82678,99675,117567,119051,94663,214832,147409,129458,140280,110591,102674,1449526
2012,森林遊樂區, -,合歡山國家森林遊樂區,南投縣,10008,1907,1887,1270,1770,2623,557,1242,641,684,912,1831,2278,17602
2012,森林遊樂區, -,雙流國家森林遊樂區,屏東縣,10013,7946,5075,5006,5264,3961,1848,6586,2939,2850,5730,6490,4858,58553
2012,森林遊樂區, -,知本國家森林遊樂區,臺東縣,10014,16124,11517,7597,10527,6029,3010,9416,5446,86,5894,9299,9305,94250
2012,森林遊樂區, -,萬瑞森林樂園,新竹縣,10004,964,1157,2671,2089,1478,201,1927,1063,3337,3652,3512,1386,23437
2012,休閒農業區及休閒農場, -,初鹿牧場,臺東縣,10014,67215,35722,17908,23873,16176,16844,60705,52687,26600,21837,19574,30608,389749
2012,休閒農業區及休閒農場, -,南元休閒農場,臺南市,10021,23427,11124,13413,10957,8512,8506,10701,7819,5489,10787,13491,11763,135989
2012,休閒農業區及休閒農場, -,綠世界生態農場,新竹縣,10004,49720,25700,26600,38500,37800,20300,36500,40100,31550,54000,34200,29700,424670
2012,休閒農業區及休閒農場, -,南園人文客棧,新竹縣,10004,8983,8886,8925,9073,9147,9305,9443,9202,8916,8792,8816,8603,108091
2012,休閒農業區及休閒農場, -,飛牛牧場,苗栗縣,10005,40201,19026,23085,30586,25408,19623,22770,22878,22637,36414,25625,20546,308799
2012,休閒農業區及休閒農場, -,走馬瀨農場,臺南市,10021,63980,30174,20625,34480,25915,13671,35568,24153,24571,36857,37027,46982,394003
2012,觀光地區, -,麗寶樂園,臺中市,66000,46699,21412,17468,23790,34065,43550,196681,189476,74982,43960,18738,23252,734073
2012,觀光地區, -,東勢林場遊樂區,臺中市,66000,29836,45198,14636,47007,23139,9759,16410,9517,10396,15503,12704,19062,253167
2012,觀光地區, -,延平郡王祠,臺南市,10021,22664,28470,27338,26894,26066,31253,27662,32243,18939,21353,25145,23132,311159
2012,觀光地區, -,赤嵌樓,臺南市,10021,111951,93962,87863,92958,75832,77709,93360,119135,66295,75695,75591,84503,1054854
2012,觀光地區, -,臺南孔子廟,臺南市,10021,27522,21127,14272,18424,13271,11959,19969,20185,13561,14229,15387,27244,217150
2012,觀光地區, -,祀典武廟,臺南市,10021,78366,70877,65308,64285,51077,52870,63996,80292,46627,52474,51727,68397,746296
2012,觀光地區, -,大天后宮,臺南市,10021,83775,66585,60325,54989,43494,45099,54661,68380,39998,44906,44168,59948,666328
2012,觀光地區, -,安平小鎮,臺南市,10021,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,博物館, -,國立海洋生物博物館,屏東縣,10013,122144,81096,67881,91924,96613,100207,201609,152052,102565,106725,81828,83013,1287657
2012,博物館, -,國立故宮博物院,臺北市,63000,298037,329963,426229,464262,421357,309928,375416,367686,279346,345925,370956,371710,4360815
2012,博物館, -,市立美術館,臺北市,63000,30209,22190,24057,28545,27449,22673,29423,40549,15371,35997,31220,31592,339275
2012,博物館, -,國立歷史博物館,臺北市,63000,58455,84334,57565,22191,13610,44284,123676,109661,64351,34734,38966,58326,710153
2012,博物館, -,國立臺灣科學教育館,臺北市,63000,314408,244453,98033,143329,192393,131550,322254,227673,83024,103668,225954,234988,2321727
2012,博物館, -,市立天文科學教育館,臺北市,63000,34874,45116,48289,62191,59885,42014,74641,85991,61457,48734,61984,63858,689034
2012,博物館, -,國父紀念館,臺北市,63000,621498,7248128,575924,735666,744047,763464,780787,807336,470551,666502,672478,883154,14969535
2012,博物館, -,國立中正紀念堂,臺北市,63000,459234,446564,473544,502759,527102,594956,684388,632525,607064,552112,518065,544333,6542646
2012,博物館, -,臺北探索館,臺北市,63000,8378,15740,20403,16973,15410,18647,26055,22317,12924,19529,18191,20594,215161
2012,博物館, -,坪林茶業博物館,新北市,65000,11263,12300,12815,16606,17108,13475,19191,13186,11719,15412,12520,15326,170921
2012,博物館, -,新北市立鶯歌陶瓷博物館,新北市,65000,55819,55964,58217,91447,66644,63697,158395,158156,94723,97373,89809,74041,1064285
2012,博物館, -,新北市立十三行博物館,新北市,65000,60378,40009,53391,77498,67388,65224,82108,74950,65261,73158,56112,42025,757502
2012,博物館, -,新北市黃金博物園區,新北市,65000,133916,122711,120575,145568,131076,131076,205353,186222,152238,157793,141419,146568,1774515
2012,博物館, -,新北市客家文化園區,新北市,65000,64139,76996,60121,100010,120428,123231,72342,44117,46158,51773,52476,40697,852488
2012,博物館, -,陽明海洋文化藝術館,基隆市,10017,3107,1968,2183,16559,3154,2677,6395,5778,1911,3376,3457,1873,52438
2012,博物館, -,木雕博物館,苗栗縣,10005,10597,11202,7442,14882,16723,8907,14502,14351,10221,9994,9288,11300,139409
2012,博物館, -,國立自然科學博物館,臺中市,66000,297580,266656,205678,223141,195094,174806,328805,289978,210685,218440,231326,311734,2953923
2012,博物館, -,國立臺灣美術館,臺中市,66000,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,博物館, -,臺灣鹽博物館,臺南市,10021,16278,8916,6623,7924,5687,10048,11877,11253,6564,7510,7190,10609,110479
2012,博物館, -,國立科學工藝博物館,高雄市,64000,154390,112645,303590,424343,306819,89524,164337,145800,99339,137487,89260,147419,2174953
2012,博物館, -,高雄市立美術館,高雄市,64000,141253,117150,83966,61880,48203,45182,83082,68383,69003,79925,89247,99857,987131
2012,博物館, -,高雄市立歷史博物館,高雄市,64000,18146,16465,9254,8246,7518,6638,8966,8789,6324,7392,7149,8620,113507
2012,博物館, -,陽明高雄海洋探索館,高雄市,64000,8215,4333,5978,7690,4859,3551,7533,9330,7506,7506,7042,4158,77701
2012,博物館, -,國立臺灣史前文化博物館,臺東縣,10014,19831,14118,8585,12761,12098,10421,26767,16485,13112,11589,11376,15094,172237
2012,博物館, -,卑南遺址公園,臺東縣,10014,21137,12669,11471,13930,11753,7932,16061,12103,10388,14175,14279,18208,164106
2012,博物館, -,莒光樓,金門縣,09020,13866,16327,31682,38670,42204,35943,40861,33993,27046,42651,32679,26729,382651
2012,博物館, -,嘉義市立博物館,嘉義市,10020,19526,11500,17571,19565,15728,16336,25438,19402,17409,21280,22169,25746,231670
2012,博物館, -,美濃客家文物館,高雄市,64000,20385,11793,7489,25541,7038,4612,9174,6353,5123,5829,9674,11668,124679
2012,博物館, -,台北當代藝術館,臺北市,63000,9508,16279,19263,19095,16325,13706,13047,13145,12006,20467,11476,13741,178058
2012,博物館, -,朱銘美術館,新北市,65000,7921,6181,8936,14083,10357,8950,24379,20764,12154,14439,11004,8863,148031
2012,博物館, -,北投溫泉博物館,臺北市,63000,34088,38693,35707,37188,34755,32983,44778,47214,44313,40964,43422,48988,483093
