年別,類型,觀光遊憩區,細分,縣市,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2014,博物館, -,坪林茶業博物館,新北市,65000,12607,19951,20666,20237,20367,0,0,0,0,0,0,0,93828
2014,博物館, -,新北市立鶯歌陶瓷博物館,新北市,65000,59407,81555,79563,106163,92745,108720,144815,177283,84863,105703,84101,61030,1185948
2014,博物館, -,新北市立十三行博物館,新北市,65000,34482,76276,55922,113906,81698,85118,94997,116694,79880,101141,86114,43449,969677
2014,博物館, -,新北市黃金博物園區,新北市,65000,151230,188759,162115,163714,157191,178160,210745,250846,177368,212851,206288,176163,2235430
2014,博物館, -,新北市客家文化園區,新北市,65000,68662,70140,76173,71979,77574,104792,72514,79802,68507,74722,70937,73738,909540
2014,博物館, -,陽明海洋文化藝術館,基隆市,10017,17616,6676,1590,8641,2959,1937,4368,5870,3030,2530,2966,1622,59805
2014,博物館, -,木雕博物館,苗栗縣,10005,5380,9541,7605,14239,11576,8776,10398,12600,8140,9051,6759,6561,110626
2014,博物館, -,國立自然科學博物館,臺中市,66000,190478,216261,193967,251255,240997,222157,342114,373758,190580,249304,248439,207904,2927214
2014,博物館, -,國立臺灣美術館,臺中市,66000,65182,98585,115242,118702,70882,80587,109186,133314,100188,134498,123268,98622,1248256
2014,博物館, -,臺灣鹽博物館,臺南市,10021,4536,6576,3313,4539,3836,7194,11700,9115,3839,5517,5439,3682,69286
2014,博物館, -,國立臺灣歷史博物館,臺南市,10021,24150,34095,32998,36636,37836,33704,37015,35857,26477,47534,43690,30877,420869
2014,博物館, -,國立科學工藝博物館,高雄市,64000,115828,163241,104196,162005,141395,130389,269211,199085,171391,197881,131640,147515,1933777
2014,博物館, -,高雄市立美術館,高雄市,64000,58693,68873,66261,68628,61855,53207,89287,75915,47463,79492,82149,78353,830176
2014,博物館, -,高雄市立歷史博物館,高雄市,64000,7767,52942,28011,20906,17693,21521,34327,28861,19288,26749,19627,23760,301452
2014,博物館, -,陽明高雄海洋探索館,高雄市,64000,3075,6250,6830,6729,6977,4770,8414,5939,3867,7319,6208,2695,69073
2014,博物館, -,國立臺灣史前文化博物館,臺東縣,10014,10729,21697,13414,11980,13979,14967,33275,27161,12932,15117,11723,10494,197468
2014,博物館, -,卑南遺址公園,臺東縣,10014,13772,16738,17403,17694,15788,15294,17738,16378,15712,17032,14383,15741,193673
2014,博物館, -,莒光樓,金門縣,09020,13602,18171,29083,66381,39875,35095,40332,31664,24056,33974,30584,25750,388567
2014,博物館, -,嘉義市立博物館,嘉義市,10020,25911,24198,28998,28881,31837,26811,29947,29650,26389,28446,25406,18748,325222
2014,博物館, -,美濃客家文物館,高雄市,64000,9012,27609,12180,12248,8712,9144,12185,8748,5004,11357,13544,10828,140571
2014,博物館, -,台北當代藝術館,臺北市,63000,12366,18106,14183,13300,29629,16311,23869,28079,13723,22323,27494,17429,236812
2014,博物館, -,朱銘美術館,新北市,65000,6533,9048,8871,10269,10309,10279,21300,27609,9916,14891,10800,6926,146751
2014,博物館, -,北投溫泉博物館,臺北市,63000,38943,34459,41525,42657,45627,39607,43671,53331,41106,61121,60856,37107,540010
2014,博物館, -,台北故事館,臺北市,63000,11254,15072,8136,8816,9032,8406,8757,5799,7391,11125,10218,7870,111876
2014,博物館, -,林本源園邸( 林家花園),新北市,65000,27728,47570,38278,41847,39214,31214,30584,34313,22628,42454,41505,34871,432206
2014,博物館, -,三峽歷史文物館,新北市,65000,3317,3106,5530,5013,3986,6208,4853,6317,2985,2466,2394,2059,48234
2014,博物館, -,凱達格蘭文化館,臺北市,63000,21872,18535,21631,19713,23665,21304,22212,23236,11616,25849,20963,16859,247455
2014,宗教場所, -,北港朝天宮,雲林縣,10009,864400,2372500,624700,671300,285000,196000,153600,174500,213600,182000,223000,201300,6161900
2014,宗教場所, -,南鯤鯓代天府,臺南市,10021,800500,868600,761000,635200,980000,700500,898000,500000,820200,980700,1363700,1388000,10696400
2014,宗教場所, -,麻豆代天府,臺南市,10021,332844,429539,385392,416848,489251,539504,431603,302122,313120,371830,297464,300438,4609955
2014,宗教場所, -,中臺禪寺,南投縣,10008,239801,307152,377038,393508,338318,311571,292681,266961,258763,298729,316565,344344,3745431
2014,宗教場所, -,佛光山,高雄市,64000,608252,2944854,473967,404360,353549,341229,417811,377451,301337,413703,435504,463336,7535353
2014,宗教場所, -,萬和宮,臺中市,66000,48500,55100,24800,30890,29353,24550,22950,21650,29450,28900,22500,23700,362343
2014,宗教場所, -,大甲鎮瀾宮,臺中市,66000,130550,1688250,289500,811506,154021,94500,77500,67600,72550,71600,64500,71000,3593077
2014,宗教場所, -,清水祖師廟,新北市,65000,1250,2571,946,1722,1795,996,1582,980,1256,1823,1700,1233,17854
2014,宗教場所, -,法鼓山世界佛教教育園區,新北市,65000,37563,52385,25880,26496,27016,22543,22105,24099,21925,28050,25523,39717,353302
2014,宗教場所, -,鹿港龍山寺,彰化縣,10007,133320,292305,133950,36685,43360,56780,159495,36280,37800,58190,83590,45220,1116975
2014,其他, -,花蓮海洋公園,花蓮縣,10015,29241,56525,38610,40061,36035,55444,101674,95154,41382,53523,35785,30240,613674
2014,其他, -,原生應用植物園,臺東縣,10014,13959,20471,18916,20305,22755,20394,29101,27389,16331,20204,18074,15790,243689
2014,其他, -,布農部落,臺東縣,10014,6273,10929,8594,7959,10462,9475,15742,17483,7376,12001,10357,7211,123862
2014,其他, -,花蓮觀光糖廠,花蓮縣,10015,41045,67637,43192,47294,46454,59067,87535,104777,83803,51004,39212,24361,695381
2014,其他, -,立川漁場,花蓮縣,10015,11440,22950,28600,29700,41000,42500,70500,67200,26800,28800,29750,22125,421365
2014,其他, -,九族文化村,南投縣,10008,57403,199577,106378,67568,51966,51260,71461,86158,45470,66091,72306,61842,937480
2014,其他, -,國民革命忠烈祠,臺北市,63000,148635,147126,168305,147378,146162,142933,127652,119454,118080,126897,114986,84248,1591856
2014,其他, -,國立臺灣藝術教育館,臺北市,63000,31723,30119,19568,21304,26616,25051,27571,29606,28755,33272,29280,28707,331572
2014,其他, -,市立動物園,臺北市,63000,530134,579043,396284,420678,271865,250283,287686,338089,213101,387232,329910,217720,4222025
2014,其他, -,士林官邸公園,臺北市,63000,103000,100705,170500,126550,112980,109300,99650,115600,109500,120400,525772,121700,1815657
2014,其他, -,臺北自來水園區,臺北市,63000,92460,95463,80711,81701,92433,132084,206878,196364,111182,79662,68741,76508,1314187
2014,其他, -,十分瀑布,新北市,65000,33960,45532,46788,52572,48549,53481,65986,0,0,0,0,0,346868
2014,其他, -,十分旅遊服務中心,新北市,65000,218017,700071,233947,238000,221151,223600,274848,231500,145215,165000,168000,201440,3020789
2014,其他, -,淡水漁人碼頭,新北市,65000,222728,237354,303604,246142,246069,262506,274940,270449,247555,254036,267760,261665,3094808
2014,其他, -,猴硐煤礦博物園區,新北市,65000,58110,83344,56500,77110,72250,75420,72607,73332,51120,65105,58760,56955,800613
2014,其他, -,水湳洞遊客中心,新北市,65000,23750,52411,47617,35937,36259,50593,42110,47172,34278,43873,44655,46479,505134
2014,其他, -,蘇澳冷泉,宜蘭縣,10002,621,588,465,426,688,3245,59811,32848,6917,1927,831,515,108882
2014,其他, -,國立傳統藝術中心,宜蘭縣,10002,89718,153260,98620,111390,98926,105803,146347,161993,86383,121743,107512,92123,1373818
2014,其他, -,蘭陽博物園區,宜蘭縣,10002,36847,62272,46018,49601,61976,63718,92404,105664,53995,74099,57501,51044,755139
2014,其他, -,慈湖,桃園市,68000,382560,359680,340120,320350,262130,252650,310630,309460,264613,322540,323890,275860,3724483
2014,其他, -,大坑登山步道,臺中市,66000,192360,310761,223851,189141,193124,180632,203628,319923,429344,291310,204093,179640,2917807
2014,其他, -,福壽山農場,臺中市,66000,8290,19761,11508,9682,7288,8564,21999,20560,13516,26495,58770,21889,228322
2014,其他, -,后里馬場,臺中市,66000,67749,131520,88915,51410,52001,48670,61252,65580,89201,95236,72583,48961,873078
2014,其他, -,梧棲觀光漁港,臺中市,66000,106066,106883,107770,109364,113718,119332,104414,129274,138140,158345,75875,90458,1359639
2014,其他, -,臺中都會公園,臺中市,66000,38353,50999,52831,58204,42775,37058,35953,30847,40199,52531,46289,29457,515496
2014,其他, -,草悟道,臺中市,66000,895491,1028673,952950,870718,871002,719719,885241,812407,893197,924214,722361,683128,10259101
2014,其他, -,東豐自行車綠廊及后豐鐵馬道,臺中市,66000,416769,694287,710864,804318,561166,618789,715560,718009,410009,691590,616945,497100,7455406
2014,其他, -,國立自然科學博物館鳳凰谷鳥園生態園區,南投縣,10008,12212,19529,13331,15626,12526,11609,18628,18913,11177,13506,12094,7175,166326
2014,其他, -,清境農場,南投縣,10008,82100,110787,93160,98502,76261,106864,159441,173470,103672,149414,143363,130031,1427065
2014,其他, -,武陵農場,臺中市,66000,33632,75321,30411,19354,15522,18592,38407,39202,21809,31954,50282,32783,407269
2014,其他, -,行政院農業委員會特有生物研究保育中心,南投縣,10008,5326,5342,7344,7171,6991,3942,9355,8992,4466,7569,6585,4387,77470
2014,其他, -,竹山天梯風景區,南投縣,10008,10800,22307,13364,11936,6542,9735,14104,15702,10953,15914,12836,7877,152070
2014,其他, -,天空之橋,南投縣,10008,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,其他, -,尖山埤江南渡假村,臺南市,10021,15309,21495,23865,20357,44100,28359,29195,27019,31757,41068,43317,34279,360120
2014,其他, -,烏樹林休閒園區,臺南市,10021,6085,10776,11569,12165,8453,9040,8515,7230,6296,8147,9766,4976,103018
2014,其他, -,壽山動物園,高雄市,64000,93786,155893,92441,85475,49177,48122,65425,56052,37771,71175,65999,47445,868761
2014,其他, -,打狗英國領事館文化園區,高雄市,64000,129054,169210,192052,199805,162453,145375,151247,137429,122703,150541,153196,162528,1875593
2014,其他, -,蓮池潭,高雄市,64000,124560,201940,95376,91752,94568,92560,93760,95376,91752,94568,92560,92952,1261724
2014,其他, -,高雄市文化中心,高雄市,64000,275552,290726,222291,203879,262831,188293,233911,237795,184632,192150,230625,172868,2695553
2014,其他, -,世運主場館,高雄市,64000,223582,84730,80387,35407,63231,27342,43626,28980,59247,39715,48797,159945,894989
2014,其他, -,旗津風景區,高雄市,64000,449688,596856,520874,502775,459085,451169,513881,426500,391594,483951,429911,380689,5606973
2014,其他, -,台東海洋夢想館,臺東縣,10014,1543,4018,1287,1655,1589,2622,6504,6289,1803,2722,1774,886,32692
2014,其他, -,慶修院,花蓮縣,10015,17035,31065,22063,21855,46918,29529,46605,52697,28167,31514,23582,20879,371909
2014,其他, -,花蓮縣石雕博物館,花蓮縣,10015,7158,8096,7571,6726,12818,8463,7938,8830,3708,10260,5062,5018,91648
2014,其他, -,澄清湖,高雄市,64000,131083,177916,167695,149070,132663,134415,133885,109218,153125,138286,167683,144954,1739993
2014,其他, -,新竹漁港,新竹市,10018,24982,15962,28150,39778,35335,44916,28164,30962,45210,37951,38155,17621,387186
2014,其他, -,草嶺,雲林縣,10009,14480,16240,16240,24400,24480,22400,20240,12240,12120,20240,24480,12480,220040
2014,其他, -,墾丁海水浴場,屏東縣,10013,21281,20455,26976,20348,27435,23997,21526,26040,22678,17139,23943,27167,278985
2014,其他, -,關渡自然公園,臺北市,63000,7687,7537,9187,13387,10888,8659,9572,9029,11898,20416,15853,9492,133605
2014,其他, -,美麗華摩天輪,臺北市,63000,30492,34085,23454,24345,24550,28953,31324,36761,22516,27206,25656,29036,338378
2014,其他, -,台北101景觀台,臺北市,63000,214158,221152,242064,257042,232649,205446,256793,229219,224397,263933,254599,239383,2840835
2014,其他, -,雲仙樂園,新北市,65000,12135,23690,13536,14133,12784,12285,16854,20416,14363,16087,15662,11478,183423
2014,其他, -,大板根森林溫泉渡假村,新北市,65000,17367,14098,15667,17396,17619,17084,21298,22267,18307,21357,23873,20829,227162
2014,其他, -,小人國主題樂園,桃園市,68000,45471,120486,54477,68706,40620,48578,105185,128069,45862,48342,54544,30850,791190
2014,其他, -,埔心牧場,桃園市,68000,11497,25748,18919,29917,24898,16909,18865,20096,20406,31711,11566,4866,235398
2014,其他, -,六福村主題遊樂園,新竹縣,10004,76040,150147,127455,91361,77827,103538,229157,284859,101213,127034,112209,83914,1564754
2014,其他, -,小叮噹科學遊樂區,新竹縣,10004,11272,18371,11904,17937,11408,10059,28136,37141,12359,18308,23259,9688,209842
2014,其他, -,香格里拉樂園,苗栗縣,10005,9221,10800,16093,41664,19119,46885,15021,19508,16986,28224,20323,17033,260877
2014,其他, -,西湖渡假村,苗栗縣,10005,32967,33295,25635,177654,48848,38139,32139,29523,30006,33431,32445,28914,542996
2014,其他, -,杉林溪森林生態渡假園區,南投縣,10008,17240,33732,58988,67300,35039,44211,65491,64489,46027,50591,64022,26329,573459
2014,其他, -,泰雅渡假村,南投縣,10008,20811,35556,21676,21438,15334,12157,22584,15607,18856,20723,14694,17158,236594
2014,其他, -,紙教堂見學園區,南投縣,10008,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,其他, -,劍湖山世界,雲林縣,10009,58568,113027,71934,88793,60481,92869,120203,130644,79617,84917,102696,117885,1121634
2014,其他, -,頑皮世界,臺南市,10021,14563,58803,24956,19476,9257,12135,13228,9540,8044,11322,12353,9334,203011
2014,其他, -,8大森林博覽樂園,屏東縣,10013,15071,37179,24061,19123,13003,13843,13386,13953,13948,12404,19165,11577,206713
2014,其他, -,大路觀主題樂園,屏東縣,10013,515,1652,828,1500,4962,6333,4566,5602,7428,3032,2017,2902,41337
2014,其他, -,小墾丁渡假村,屏東縣,10013,11037,11375,12759,19671,16510,18278,19627,17288,13819,22806,15745,12040,190955
2014,其他, -,臺中公園,臺中市,66000,128015,173639,141458,108261,103215,202841,218230,249577,315510,230995,158090,201517,2231348
2014,其他, -,龍山寺,臺北市,63000,286603,286472,238370,203736,195935,169506,181413,163215,158004,178018,161894,182866,2406032
2014,其他, -,臺北市孔廟,臺北市,63000,47451,46850,45375,41539,42367,40959,41752,37283,38921,37123,35897,34580,490097
2014,其他, -,淡水紅毛城,新北市,65000,71907,88813,91605,93663,79296,80971,83361,96435,75479,107548,102926,85213,1057217
2014,其他, -,滬尾砲臺,新北市,65000,12935,14903,12874,14846,13915,11474,12238,14132,14125,20642,18077,11466,171627
2014,其他, -,前清淡水關稅務司官邸,新北市,65000,22754,31861,31600,26725,22589,23392,23494,25831,19761,31328,27223,24494,311052
2014,其他, -,北埔遊憩區,新竹縣,10004,27169,24576,22785,21572,20771,20427,22136,21652,18865,19851,21025,19778,260607
2014,其他, -,彰化孔子廟,彰化縣,10007,2984,2797,4156,3579,2724,2967,3018,3289,4481,3229,3821,5865,42910
2014,其他, -,五妃廟,臺南市,10021,6756,6420,5864,5767,5958,6297,6022,6316,5736,6211,4756,4500,70603
2014,其他, -,基隆嶼,基隆市,10017,205,437,437,748,2673,2294,1576,1428,2176,342,972,228,13516
2014,其他, -,鶯歌老街,新北市,65000,60372,42372,44511,66426,53541,58548,52377,51876,50620,52800,53980,51991,639414
2014,其他, -,三峽老街,新北市,65000,200000,278000,166000,159500,79700,143000,171000,159000,162000,179000,173000,182000,2052200
2014,其他, -,八里左岸公園,新北市,65000,174000,325000,308000,242000,248000,253000,265000,281000,265000,250000,243500,164000,3018500
2014,其他, -,淡水金色水岸,新北市,65000,244000,350000,361000,275000,269000,278500,293000,320000,308000,268000,251000,185000,3402500
2014,其他, -,大湖草莓文化館,苗栗縣,10005,62400,63800,100000,80000,98400,73400,71400,52800,47800,112000,52000,92000,906000
2014,其他, -,客家大院,苗栗縣,10005,44544,60307,79814,397623,181554,89892,77168,81540,75740,105446,77817,101619,1373064
2014,其他, -,田尾公路花園,彰化縣,10007,300000,600000,150000,70000,60000,40000,35000,45000,42000,93000,95000,39000,1569000
2014,其他, -,溪州公園,彰化縣,10007,95585,617072,57568,59875,30376,355227,156520,35044,51132,39875,139411,23237,1660922
2014,其他, -,臺灣玻璃館,彰化縣,10007,51704,118453,108153,109595,121284,154519,135188,148076,135808,168564,169040,122740,1543124
2014,其他, -,蘭嶼,臺東縣,10014,4934,5104,6653,15149,12256,11284,22550,22457,14813,6012,4617,3070,128899
2014,其他, -,臺塑六輕阿媽公園,雲林縣,10009,502,540,1030,1183,843,1060,425,367,339,551,738,332,7910
2014,其他, -,駁二藝術特區,高雄市,64000,448408,641940,284689,285729,317981,281077,367302,367730,155421,293756,311249,272427,4027709
2014,其他, -,愛河(五福四路至博愛一路),高雄市,64000,31354,61528,42272,44648,40873,31354,44294,30776,28251,39108,36664,38949,470071
2014,其他, -,紅毛港文化園區,高雄市,64000,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,其他, -,金針山休閒農業區,臺東縣,10014,16800,11300,11000,3900,6000,7000,10000,18000,8000,5000,5100,8000,110100
2014,其他, -,澎湖生活博物館,澎湖縣,10016,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,國家公園,陽明山國家公園,陽明山遊客中心,臺北市,63000,10773,12587,10360,9315,8395,11833,11518,7228,11310,10575,11370,8977,124241
2015,國家公園,陽明山國家公園,陽明書屋,臺北市,63000,2811,4196,3157,3278,3230,7392,2343,1333,2378,3426,3529,2448,39521
2015,國家公園,陽明山國家公園,陽明公園,臺北市,63000,94000,922000,624200,76000,31000,21550,13090,5100,4390,8700,13040,19350,1832420
2015,國家公園,陽明山國家公園,大屯遊憩區,臺北市,63000,48282,38345,35079,51847,56146,83547,83321,43999,62871,52824,69359,41803,667423
2015,國家公園,陽明山國家公園,龍鳳谷遊憩區,臺北市,63000,24821,31373,72394,123415,24013,20029,19881,15954,19603,21715,23252,21160,417610
2015,國家公園,陽明山國家公園,小油坑遊憩區,臺北市,63000,35459,29038,30445,31767,29093,29671,33063,22694,29333,34418,32568,20433,357982
2015,國家公園,玉山國家公園,塔塔加遊憩區,南投縣,10008,43433,61152,54853,57846,38945,49843,53847,49312,54671,58502,60641,48285,631330
2015,國家公園,玉山國家公園,梅山遊客中心,高雄市,64000,4536,3085,1699,1627,944,1154,1254,1085,810,880,943,930,18947
2015,國家公園,玉山國家公園,南安遊客中心,花蓮縣,10015,17614,22011,17217,21547,16898,17834,19523,18528,19804,18796,17830,16046,223648
2015,國家公園,玉山國家公園,玉山管理處遊客服務中心,南投縣,10008,20934,10058,8206,8834,7389,11922,13691,10018,10799,8569,12703,9219,132342
2015,國家公園,玉山國家公園,排雲山莊,南投縣,10008,1042,0,2667,3754,3888,4181,3390,3105,3893,4602,4299,3906,38727
2015,國家公園,雪霸國家公園,汶水遊客中心,苗栗縣,10005,48044,40057,42960,48055,52742,44247,43362,45071,48412,77505,50337,57194,597986
2015,國家公園,雪霸國家公園,觀霧遊客中心,苗栗縣,10005,7745,13522,6186,8025,5659,5601,7720,5744,5048,7524,8122,6015,86911
2015,國家公園,雪霸國家公園,雪見遊憩區,苗栗縣,10005,11895,13421,3722,7930,3903,14009,15405,5707,6767,11364,14613,9843,118579
2015,國家公園,雪霸國家公園,武陵遊客中心,臺中市,66000,16464,52456,10718,10664,5446,8480,15150,10200,8149,10717,5118,11840,165402
2015,國家公園,墾丁國家公園,墾丁國家公園管理處遊客中心,屏東縣,10013,19109,22869,22386,21865,7450,15213,21587,15242,13857,29586,22869,21107,233140
2015,國家公園,墾丁國家公園,鵝鑾鼻公園,屏東縣,10013,97634,169801,107857,130638,133919,129398,175758,163790,113695,173584,130548,134218,1660840
2015,國家公園,墾丁國家公園,貓鼻頭公園,屏東縣,10013,184056,230546,187012,234529,249957,201717,232142,212435,170263,259476,242034,240977,2645144
2015,國家公園,墾丁國家公園,佳樂水,屏東縣,10013,13203,27989,16219,17085,14772,17062,25633,23949,17819,25645,21250,16110,236736
2015,國家公園,墾丁國家公園,社頂自然公園,屏東縣,10013,42458,62101,44534,54559,56427,49240,61425,56587,42787,65268,56156,55531,647073
2015,國家公園,墾丁國家公園,南灣遊憩區,屏東縣,10013,21337,34736,33992,58002,62273,54157,67876,73247,40503,22643,12792,30290,511848
2015,國家公園,墾丁國家公園,龍鑾潭自然中心,屏東縣,10013,5930,6958,7157,7582,6387,6815,7082,5479,5235,8440,10918,8510,86493
2015,國家公園,墾丁國家公園,砂島貝殼砂展示館,屏東縣,10013,9570,15070,9517,4446,13419,13406,13638,12546,10609,13454,10234,10158,136067
2015,國家公園,太魯閣國家公園,太魯閣國家公園遊客中心,花蓮縣,10015,154073,187397,173096,223327,220039,218728,256567,306501,189636,262126,227656,191136,2610282
2015,國家公園,太魯閣國家公園,布洛灣遊憩區,花蓮縣,10015,52048,52264,38681,57054,54973,57309,57058,43550,39785,34972,34763,36073,558530
2015,國家公園,太魯閣國家公園,臺八線沿線景觀區,花蓮縣,10015,265621,324985,250681,267474,340904,269595,342767,291653,259534,309004,271696,243259,3437173
2015,國家公園,金門國家公園,中山林遊客中心,金門縣,09020,6779,7541,7006,7182,9669,8952,10349,9326,7848,9434,8715,7112,99913
2015,國家公園,金門國家公園,翟山坑道,金門縣,09020,29378,28817,29896,45673,48845,42766,51906,49819,40186,52588,53539,44152,517565
2015,國家公園,金門國家公園,雙鯉溼地自然中心,金門縣,09020,11641,12670,12282,15892,20017,18942,21388,19991,16520,22050,17536,12717,201646
2015,國家公園,金門國家公園,古寧頭戰史館,金門縣,09020,13008,13068,11595,14064,20004,19412,23303,19870,18526,26830,19047,13744,212471
2015,國家公園,金門國家公園,九宮(四維)坑道,金門縣,09020,6589,5691,5435,7571,10995,9593,12742,9749,9288,13824,9915,6270,107662
2015,國家公園,金門國家公園,八二三砲戰紀念館,金門縣,09020,9385,7853,7383,9650,13487,12381,15356,12235,10935,15894,10982,8807,134348
2015,國家公園,金門國家公園,湖井頭戰史館,金門縣,09020,6713,5935,6318,8103,11385,11528,14418,11230,10267,16010,10561,7601,120069
2015,國家公園,金門國家公園,金水學校,金門縣,09020,13426,12877,13165,18466,22082,20030,21001,21886,10132,20789,19439,15633,208926
2015,國家公園,金門國家公園,蔣經國先生紀念館,金門縣,09020,11379,10676,13582,22314,22559,18229,20659,22939,18987,25296,26124,22468,235212
2015,國家公園,金門國家公園,民俗文化村,金門縣,09020,9876,12265,9281,13419,18102,15586,18769,16424,16214,23695,21212,17243,192086
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭港服務區,新北市,65000,8291,4483,3930,9930,16093,12892,12770,7998,16648,13559,31668,8052,146314
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞灣公園,新北市,65000,2047,2208,2369,2467,3375,7927,10148,7251,4303,2491,2285,1754,48625
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞南口海洋公園,新北市,65000,1021,1169,612,1908,2660,8036,11190,5869,3573,1260,901,469,38668
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆遊客服務中心,新北市,65000,36010,26302,24513,54692,156513,248752,201378,125266,40702,53087,54923,32658,1054796
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,大里遊客服務中心,宜蘭縣,10002,29738,53480,20257,28086,26161,30894,18789,20268,27243,32782,87536,25257,400491
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍門露營區,新北市,65000,1623,2273,2312,6762,7790,5783,6661,4843,7778,11863,4994,3625,66307
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鹽寮海濱公園,新北市,65000,0,160,180,471,293,617,134,0,0,0,0,0,1855
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭角步道,新北市,65000,5344,5871,5252,5634,6120,6710,6922,5227,5835,6567,6180,4875,70537
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,舊草嶺隧道,新北市,65000,23289,19339,11059,18400,18103,17575,13275,12455,20677,17514,18925,11598,202209
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,草嶺古道系統(含遠望坑親水公園),新北市,65000,28265,36710,32169,35631,36956,39556,33396,31496,33144,45375,180048,30065,562811
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,北關海潮公園,宜蘭縣,10002,17549,19843,16613,18683,16501,17668,26603,21254,17245,17234,16999,18929,225121
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龜山島海域遊憩區,宜蘭縣,10002,0,0,6161,15251,21291,26683,12791,11605,13151,8902,5920,0,121755
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,外澳濱海遊憩區,宜蘭縣,10002,12701,38113,8519,15491,20305,26103,61126,33456,25386,27487,12999,12345,294031
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,南方澳遊客中心,宜蘭縣,10002,19847,32623,21670,31669,24429,24770,24067,19437,18064,25935,21395,21220,285126
2015,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆蔚藍海岸,新北市,65000,2515,3733,2767,10625,109008,129835,63306,16292,9285,5075,3610,937,356988
2015,國家級風景特定區,北海岸及觀音山國家風景區,野柳地質公園,新北市,65000,267356,281217,234694,277223,291795,228530,242566,227378,214980,308158,304215,271019,3149131
2015,國家級風景特定區,北海岸及觀音山國家風景區,白沙灣,新北市,65000,26636,30705,30533,66780,65740,120290,171033,145815,189501,72868,42007,23315,985223
2015,國家級風景特定區,北海岸及觀音山國家風景區,翡翠灣濱海遊憩區,新北市,65000,6369,7259,5919,7432,8071,9386,15536,11644,28152,15603,8261,6333,129965
2015,國家級風景特定區,北海岸及觀音山國家風景區,觀音山,新北市,65000,88424,70336,75103,78090,75547,80546,85765,71671,73976,80262,127893,58662,966275
2015,國家級風景特定區,北海岸及觀音山國家風景區,情人湖及湖海灣,基隆市,10017,14530,25933,5324,5070,19330,13710,25095,8970,3165,13170,12626,15573,162496
2015,國家級風景特定區,北海岸及觀音山國家風景區,野柳海洋世界,新北市,65000,8783,19111,11595,18469,18197,17438,21982,17391,13881,21644,20800,10730,200021
2015,國家級風景特定區,北海岸及觀音山國家風景區,金山遊憩區,新北市,65000,22822,20879,19679,24326,27244,21755,25575,18383,14362,23569,33508,23209,275311
2015,國家級風景特定區,北海岸及觀音山國家風景區,三芝遊憩區,新北市,65000,13859,30366,23902,17548,15922,13557,11785,11931,13837,16984,16675,8547,194913
2015,國家級風景特定區,北海岸及觀音山國家風景區,和平島公園,基隆市,10017,23838,26865,24146,35414,36208,40717,44545,37357,32648,37937,33725,21172,394572
2015,國家級風景特定區,東部海岸國家風景區,小野柳(加路蘭),臺東縣,10014,24668,40013,23999,27566,25696,24040,40358,34777,28253,35859,29986,16129,351344
2015,國家級風景特定區,東部海岸國家風景區,三仙臺,臺東縣,10014,63971,91594,60007,67747,70592,50075,66901,63024,47802,73030,63337,42234,760314
2015,國家級風景特定區,東部海岸國家風景區,八仙洞,臺東縣,10014,7976,22466,7742,10574,7001,7390,12586,8328,5932,8727,6511,6143,111376
2015,國家級風景特定區,東部海岸國家風景區,秀姑巒溪遊客中心,花蓮縣,10015,13481,15399,14948,15987,24945,23771,43269,41403,39829,30260,19679,17419,300390
2015,國家級風景特定區,東部海岸國家風景區,綠島,臺東縣,10014,8514,13639,16637,35206,45022,52947,61511,47031,35433,27594,11661,7850,363045
2015,國家級風景特定區,東部海岸國家風景區,都歷處本部,臺東縣,10014,11057,13033,8450,10574,9655,8481,14218,12607,7279,9886,9469,7856,122565
2015,國家級風景特定區,東部海岸國家風景區,石梯坪,花蓮縣,10015,63479,71027,64523,72808,71275,56055,56130,28200,38233,50377,43876,16581,632564
2015,國家級風景特定區,東部海岸國家風景區,花蓮管理站遊客中心,花蓮縣,10015,4094,6096,3792,6207,7050,4699,7025,5756,2853,5396,4180,3756,60904
2015,國家級風景特定區,花東縱谷國家風景區,鯉魚潭風景特定區,花蓮縣,10015,108033,172486,87800,101076,98585,115087,107117,125288,132243,136310,129446,128330,1441801
